employee_id,department,Location,Supervisor,date,punchin1,punchout1,punchin2,punchout2,punchin3,punchout3
40,ADMINISTRATION,SD,Joseph,6/27/24,6/27/24 7:45,6/27/24 11:50,6/27/24 12:25,6/27/24 16:03,,
214,IT DEPARTMENT,SD,Mary,8/29/24,8/29/24 7:56,8/29/24 10:02,,,,
214,IT DEPARTMENT,SD,Mary,9/23/24,9/23/24 7:58,9/23/24 12:20,9/23/24 12:48,9/23/24 16:30,,
214,IT DEPARTMENT,SD,Mary,9/25/24,9/25/24 8:02,9/25/24 12:32,9/25/24 12:59,9/25/24 16:31,,
214,IT DEPARTMENT,SD,Mary,9/26/24,9/26/24 7:57,9/26/24 12:27,9/26/24 12:53,9/26/24 16:30,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/2/24,2/2/24 8:27,2/2/24 12:53,2/2/24 13:24,2/2/24 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/5/23,12/5/23 7:33,12/5/23 11:52,12/5/23 12:24,12/5/23 14:45,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/19/23,5/19/23 8:32,5/19/23 12:15,5/19/23 14:11,5/19/23 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/13/23,4/13/23 8:34,4/13/23 12:48,4/13/23 13:20,4/13/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/4/23,10/4/23 8:27,10/4/23 12:50,10/4/23 13:21,10/4/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/29/24,1/29/24 8:38,1/29/24 12:50,1/29/24 13:21,1/29/24 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/11/23,5/11/23 8:30,5/11/23 12:48,5/11/23 13:22,5/11/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/24/23,4/24/23 8:30,4/24/23 12:53,4/24/23 13:23,4/24/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/6/23,6/6/23 8:40,6/6/23 12:49,6/6/23 13:19,6/6/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/31/22,10/31/22 8:28,10/31/22 12:52,10/31/22 13:22,10/31/22 16:29,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/4/23,4/4/23 8:32,4/4/23 12:51,4/4/23 13:22,4/4/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/23/22,9/23/22 8:31,9/23/22 12:50,9/23/22 13:17,9/23/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/18/24,7/18/24 8:28,7/18/24 12:50,7/18/24 13:28,7/18/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/2/21,11/2/21 8:29,11/2/21 12:46,11/2/21 13:19,11/2/21 14:29,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/24/22,5/24/22 8:31,5/24/22 12:49,5/24/22 13:21,5/24/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/8/24,8/8/24 8:38,8/8/24 12:48,8/8/24 13:24,8/8/24 16:55,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/24/23,5/24/23 8:33,5/24/23 12:49,5/24/23 13:20,5/24/23 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/22/22,4/22/22 8:42,4/22/22 12:47,4/22/22 13:17,4/22/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/27/23,7/27/23 8:28,7/27/23 12:47,7/27/23 13:21,7/27/23 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/31/24,5/31/24 8:32,5/31/24 13:01,5/31/24 13:32,5/31/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/8/23,2/8/23 8:37,2/8/23 12:52,2/8/23 13:24,2/8/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/3/22,1/3/22 8:30,1/3/22 12:49,1/3/22 13:20,1/3/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/28/24,5/28/24 8:26,5/28/24 12:57,5/28/24 13:28,5/28/24 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/9/23,5/9/23 7:58,5/9/23 12:33,5/9/23 13:04,5/9/23 16:30,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/23/22,3/23/22 8:29,3/23/22 12:48,,,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/22/24,2/22/24 8:04,2/22/24 12:18,2/22/24 12:48,2/22/24 16:27,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/13/21,12/13/21 8:36,12/13/21 12:48,12/13/21 13:18,12/13/21 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/26/24,9/26/24 8:09,9/26/24 12:29,9/26/24 13:00,9/26/24 13:50,9/26/24 14:40,9/26/24 16:32
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/28/21,10/28/21 8:32,10/28/21 12:46,10/28/21 13:17,10/28/21 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/8/22,9/8/22 8:30,9/8/22 12:55,9/8/22 13:20,9/8/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/23/24,2/23/24 8:25,2/23/24 12:45,2/23/24 13:16,2/23/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/18/24,6/18/24 8:31,6/18/24 12:51,6/18/24 13:22,6/18/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/10/22,3/10/22 8:31,3/10/22 12:18,3/10/22 12:48,3/10/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/23/21,12/23/21 8:30,12/23/21 12:46,12/23/21 13:15,12/23/21 15:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/3/24,6/3/24 8:31,6/3/24 12:48,6/3/24 13:18,6/3/24 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/1/24,8/1/24 8:44,8/1/24 12:48,8/1/24 13:27,8/1/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/11/22,8/11/22 9:20,8/11/22 12:51,8/11/22 13:19,8/11/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/21/23,7/21/23 8:35,7/21/23 12:47,7/21/23 13:18,7/21/23 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/7/23,4/7/23 7:34,4/7/23 11:47,,,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/27/24,9/27/24 8:13,9/27/24 12:30,9/27/24 13:01,9/27/24 16:33,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/19/24,7/19/24 8:36,7/19/24 12:54,7/19/24 13:25,7/19/24 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/6/24,3/6/24 8:27,3/6/24 12:49,3/6/24 13:21,3/6/24 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/25/24,9/25/24 10:56,9/25/24 16:28,,,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/16/24,5/16/24 9:23,5/16/24 12:55,5/16/24 13:35,5/16/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/6/23,11/6/23 8:30,11/6/23 13:01,11/6/23 13:32,11/6/23 16:55,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/19/22,7/19/22 8:31,7/19/22 12:49,7/19/22 13:18,7/19/22 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/3/23,11/3/23 8:28,11/3/23 12:59,11/3/23 13:29,11/3/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/15/22,8/15/22 8:34,8/15/22 12:48,8/15/22 13:17,8/15/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/29/21,11/29/21 8:31,11/29/21 12:46,11/29/21 13:16,11/29/21 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/16/23,10/16/23 8:31,10/16/23 12:48,10/16/23 13:22,10/16/23 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/19/21,11/19/21 8:30,11/19/21 12:46,11/19/21 13:16,11/19/21 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/19/23,4/19/23 8:33,4/19/23 12:48,4/19/23 13:22,4/19/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/28/23,7/28/23 8:35,7/28/23 12:47,7/28/23 13:18,7/28/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/7/22,12/7/22 8:29,12/7/22 12:50,12/7/22 13:20,12/7/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/4/22,2/4/22 7:31,2/4/22 11:52,2/4/22 12:20,2/4/22 16:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/25/22,3/25/22 8:32,3/25/22 12:47,3/25/22 13:18,3/25/22 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/30/24,5/30/24 8:30,5/30/24 12:47,5/30/24 13:18,5/30/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/16/23,8/16/23 8:26,8/16/23 12:52,8/16/23 13:22,8/16/23 16:55,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/12/22,10/12/22 8:26,10/12/22 12:58,10/12/22 13:27,10/12/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/4/24,3/4/24 8:26,3/4/24 12:49,3/4/24 13:19,3/4/24 16:55,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/8/24,4/8/24 8:25,4/8/24 12:55,4/8/24 13:26,4/8/24 16:55,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/6/24,2/6/24 8:34,2/6/24 12:52,2/6/24 13:23,2/6/24 14:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/15/24,4/15/24 8:23,4/15/24 12:49,4/15/24 13:21,4/15/24 16:54,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/30/22,8/30/22 9:10,8/30/22 12:48,8/30/22 13:17,8/30/22 17:07,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/19/23,10/19/23 8:29,10/19/23 12:52,10/19/23 13:23,10/19/23 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/18/22,11/18/22 8:29,11/18/22 11:25,11/18/22 12:08,11/18/22 16:55,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/15/22,12/15/22 8:26,12/15/22 12:52,12/15/22 13:22,12/15/22 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/23/23,1/23/23 8:31,1/23/23 12:48,1/23/23 13:20,1/23/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/12/23,5/12/23 8:31,5/12/23 12:49,5/12/23 13:22,5/12/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/23/24,8/23/24 8:00,8/23/24 12:22,8/23/24 12:53,8/23/24 16:29,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/26/22,5/26/22 8:32,5/26/22 12:50,5/26/22 13:20,5/26/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/25/22,10/25/22 8:35,10/25/22 12:49,10/25/22 13:21,10/25/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/6/22,5/6/22 8:32,5/6/22 12:48,5/6/22 13:18,5/6/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/11/21,10/11/21 8:30,10/11/21 12:45,10/11/21 13:15,10/11/21 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/12/22,5/12/22 8:31,5/12/22 12:47,5/12/22 13:19,5/12/22 14:49,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/29/24,8/29/24 8:00,8/29/24 12:30,8/29/24 13:01,8/29/24 16:32,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/7/24,5/7/24 8:24,5/7/24 12:48,5/7/24 13:22,5/7/24 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/11/22,10/11/22 8:28,10/11/22 12:50,10/11/22 13:20,10/11/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/9/22,3/9/22 8:30,3/9/22 12:26,3/9/22 13:25,3/9/22 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/3/23,5/3/23 7:29,5/3/23 11:57,5/3/23 12:27,5/3/23 16:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/28/22,11/28/22 8:32,11/28/22 12:49,11/28/22 13:21,11/28/22 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/1/23,3/1/23 8:31,3/1/23 12:48,3/1/23 13:21,3/1/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/18/23,12/18/23 8:29,12/18/23 12:55,12/18/23 13:28,12/18/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/26/24,2/26/24 8:26,2/26/24 12:47,2/26/24 13:19,2/26/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/22/22,2/22/22 8:31,2/22/22 12:48,2/22/22 13:16,2/22/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/7/23,8/7/23 8:34,8/7/23 12:40,,,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/10/23,7/10/23 8:37,7/10/23 12:48,7/10/23 13:19,7/10/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/13/24,5/13/24 8:26,5/13/24 12:50,5/13/24 13:21,5/13/24 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/19/22,8/19/22 7:42,8/19/22 11:45,8/19/22 12:19,8/19/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/17/22,6/17/22 8:29,6/17/22 12:46,6/17/22 13:16,6/17/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/9/23,8/9/23 11:40,8/9/23 16:58,,,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/26/23,5/26/23 8:30,5/26/23 12:43,5/26/23 13:19,5/26/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/11/23,8/11/23 7:30,8/11/23 11:59,8/11/23 12:31,8/11/23 15:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/13/23,12/13/23 8:35,12/13/23 12:51,12/13/23 13:22,12/13/23 16:28,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/5/22,4/5/22 8:28,4/5/22 12:49,4/5/22 13:19,4/5/22 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/2/24,5/2/24 8:28,5/2/24 12:50,5/2/24 13:21,5/2/24 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/30/23,8/30/23 8:34,8/30/23 12:50,8/30/23 13:21,8/30/23 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/22/24,3/22/24 8:25,3/22/24 12:52,3/22/24 13:22,3/22/24 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/21/22,11/21/22 8:35,11/21/22 12:56,11/21/22 13:27,11/21/22 16:33,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/6/23,12/6/23 8:31,12/6/23 12:56,12/6/23 13:27,12/6/23 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/30/22,11/30/22 8:32,11/30/22 12:47,11/30/22 13:16,11/30/22 14:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/2/24,1/2/24 8:24,1/2/24 13:00,1/2/24 13:32,1/2/24 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/30/23,1/30/23 8:31,1/30/23 12:50,1/30/23 13:20,1/30/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/21/23,2/21/23 8:37,2/21/23 12:46,2/21/23 13:18,2/21/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/6/22,10/6/22 8:38,10/6/22 12:50,10/6/22 13:19,10/6/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/29/23,6/29/23 7:30,6/29/23 12:30,6/29/23 13:06,6/29/23 16:05,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/2/24,7/2/24 8:31,7/2/24 12:47,7/2/24 13:18,7/2/24 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/24/24,5/24/24 7:30,5/24/24 11:56,5/24/24 12:28,5/24/24 16:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/26/21,11/26/21 7:00,11/26/21 11:16,11/26/21 11:47,11/26/21 15:31,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/25/24,6/25/24 8:34,6/25/24 12:49,6/25/24 13:20,6/25/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/25/22,1/25/22 8:29,1/25/22 12:50,1/25/22 13:20,1/25/22 17:01,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/10/23,5/10/23 7:35,5/10/23 11:52,5/10/23 12:24,5/10/23 16:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/19/24,2/19/24 8:26,2/19/24 12:57,2/19/24 13:27,2/19/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/17/23,10/17/23 8:31,10/17/23 12:52,10/17/23 13:22,10/17/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/12/24,9/12/24 7:57,9/12/24 12:36,9/12/24 13:06,9/12/24 16:27,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,10/7/21,10/7/21 8:30,10/7/21 12:45,10/7/21 13:15,10/7/21 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,4/12/24,4/12/24 8:24,4/12/24 12:54,4/12/24 13:26,4/12/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/16/23,3/16/23 8:30,3/16/23 12:51,3/16/23 13:24,3/16/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/30/22,3/30/22 8:29,3/30/22 12:50,3/30/22 13:18,3/30/22 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/13/22,12/13/22 8:26,12/13/22 12:52,12/13/22 13:23,12/13/22 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/3/21,11/3/21 8:29,11/3/21 12:47,11/3/21 13:16,11/3/21 17:03,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,6/22/23,6/22/23 8:34,6/22/23 12:50,6/22/23 13:23,6/22/23 17:02,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/31/22,8/31/22 8:34,8/31/22 12:49,8/31/22 13:18,8/31/22 17:06,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/15/23,8/15/23 10:27,8/15/23 15:02,8/15/23 15:33,8/15/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/12/24,3/12/24 8:25,3/12/24 12:46,3/12/24 13:17,3/12/24 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,2/9/22,2/9/22 8:30,2/9/22 12:49,2/9/22 13:18,2/9/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/15/23,9/15/23 8:27,9/15/23 12:47,9/15/23 13:18,9/15/23 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/7/22,3/7/22 8:30,3/7/22 12:47,3/7/22 13:17,3/7/22 17:03,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,8/10/23,8/10/23 8:32,8/10/23 12:47,8/10/23 13:20,8/10/23 16:54,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/29/23,9/29/23 8:35,9/29/23 12:53,9/29/23 13:23,9/29/23 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/13/23,1/13/23 8:26,1/13/23 12:48,1/13/23 13:19,1/13/23 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/5/23,9/5/23 8:26,9/5/23 12:50,9/5/23 13:21,9/5/23 16:58,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/26/23,7/26/23 8:29,7/26/23 12:50,7/26/23 13:20,7/26/23 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/3/24,7/3/24 8:34,7/3/24 12:46,7/3/24 13:19,7/3/24 16:59,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/22/24,5/22/24 8:30,5/22/24 12:52,5/22/24 13:23,5/22/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,5/8/24,5/8/24 8:25,5/8/24 12:48,5/8/24 13:18,5/8/24 16:56,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/19/22,12/19/22 8:36,12/19/22 12:47,12/19/22 13:19,12/19/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/16/24,1/16/24 8:26,1/16/24 12:04,1/16/24 12:35,1/16/24 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,1/10/23,1/10/23 8:29,1/10/23 12:48,1/10/23 13:20,1/10/23 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,11/8/22,11/8/22 8:47,11/8/22 12:56,11/8/22 13:26,11/8/22 16:57,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,12/14/21,12/14/21 7:11,12/14/21 11:17,12/14/21 11:49,12/14/21 15:30,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/26/24,7/26/24 8:31,7/26/24 12:52,7/26/24 13:23,7/26/24 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/2/22,3/2/22 8:34,3/2/22 12:49,3/2/22 13:19,3/2/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/1/22,9/1/22 8:30,9/1/22 12:52,9/1/22 13:19,9/1/22 17:06,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,9/17/24,9/17/24 8:01,9/17/24 12:30,9/17/24 13:01,9/17/24 16:31,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,7/14/22,7/14/22 8:30,7/14/22 12:53,7/14/22 13:20,7/14/22 17:00,,
238,LOGISTICS AND DISTRIBUTION,SD,Linda,3/5/24,3/5/24 8:26,3/5/24 12:50,3/5/24 13:21,3/5/24 16:56,,
